PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,FAC_NAME,PRVDR_NUM,STATE_CD,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,ZIP_CD
02,01,"GARDEN STATE REHABILITATION HOSP",312011,NJ,07,19860101,8753
01,09,"DIALYSIS CLINIC INC - CENTRA STATE",312544,NJ,00,"",7728
01,09,"GARDEN STATE KIDNEY CENTER",312647,NJ,00,"",7095
01,14,"GARDEN STATE THERAPY CENTER IN",314508,NJ,04,20040101,7071
01,08,"GARDEN STATE THERAPY ASSOCIATI",316651,NJ,01,20070101,8053
01,15,"GARDEN STATE AMBULATORY SURGICAL CENTER",31C0001055,NJ,01,20041201,8757
01,15,"GARDEN STATE SURGICAL CENTER LLC",31C0001089,NJ,00,"",7410
01,15,"GARDEN STATE ENDOSCOPY & SURGERY CENTER",31C0001131,NJ,00,"",7033
01,15,"GARDEN STATE AMBULATORY SURGERY CENTER",31C0001234,NJ,00,"",8757
01,15,"TRI-STATE SURGERY CENTER",31C0001255,NJ,00,"",7652
02,10,"GARDEN STATE MANOR NURSING HOME",31E528,NJ,07,19850201,7733
01,07,"GARDEN STATE XRAY CORP",31X0009830,NJ,01,20030630,8701
03,02,"NEW MEXICO STATE VETERANS HOME",325092,NM,00,"",87901
02,10,"NEW MEXICO STATE HOSPITAL",32E021,NM,07,19850201,87701
03,02,"NEVADA STATE VETERANS HOME - BOULDER CITY",295081,NV,00,"",89005
01,05,"SILVER STATE HOME HEALTH CARE, INC",297148,NV,00,"",89146
"",01,"WILLOWBROOK STATE SCHOOL",33034E,NY,01,20070101,10314
"",01,"NEWARK STATE SCHOOL",33042E,NY,01,20070101,14513
"",01,"SYRACUSE STATE SCHOOL",33044E,NY,01,20070101,13201
"",01,"ROME STATE SCHOOL",33045E,NY,01,20070101,13440
"",01,"WEST SENECA STATE SCHOOL",33046E,NY,01,20070101,14224
04,01,"NEW YORK STATE PSYCHIATRIC INSTITUTE",334009,NY,00,"",10032
03,02,"LONG ISLAND STATE VETERANS HOME",335758,NY,00,"",11790
01,05,"EMPIRE STATE HOME CARE SERVICES INC CHHA (CLOSED)",337419,NY,00,"",11201
01,15,"EMPIRE STATE AMBULATORY SURGERY CENTER DBA",33C0001148,NY,00,"",10467
02,10,"NEW YORK STATE VETERANS HOME",33E228,NY,07,19850201,13830
02,11,"UCP/NEW YORK STATE",33G115,NY,04,20001221,10040
02,11,"U C P A OF NEW YORK STATE",33G475,NY,00,"",10306
02,11,"U C P A OF NEW YORK STATE",33G479,NY,04,20151221,11102
02,11,"UCPA OF NEW YORK STATE",33G855,NY,04,20061031,11224
02,11,"UCPA OF NEW YORK STATE",33H092,NY,04,20070608,10465
02,11,"UCPA OF NEW YORK STATE",33H300,NY,04,20050831,11374
02,11,"U C P A OF NEW YORK STATE",33H302,NY,00,"",10309
02,11,"U C P A OF NEW YORK STATE",33H334,NY,00,"",11361
02,11,"U C P A OF NEW YORK STATE",33H335,NY,00,"",10307
02,11,"UCPA OF NEW YORK STATE, INC",33H348,NY,04,19990228,11226
02,11,"UCPA OF NEW YORK STATE",33H349,NY,04,20070629,10305
02,11,"UCPA OF NEW YORK STATE, INC",33H352,NY,04,19990228,11415
02,11,"UCPA OF NEW YORK STATE, INC",33H353,NY,04,19990228,10016
02,11,"UCPA OF NEW YORK STATE, INC",33H355,NY,04,19990228,10463
02,11,"UCP OF NEW YORK STATE",33H356,NY,04,19990228,10463
02,11,"UCPA OF NEW YORK STATE, INC",33H358,NY,04,19990228,11230
02,11,"U C P A OF NEW YORK STATE",33H359,NY,00,"",11433
02,11,"U C P A OF NEW YORK STATE",33H565,NY,00,"",11235
02,11,"U C P A OF NEW YORK STATE",33H566,NY,00,"",11222
02,11,"U C P A OF NEW YORK STATE",33H567,NY,00,"",11225
02,11,"U C P A OF NEW YORK STATE",33H568,NY,00,"",11368
02,11,"U C P A OF NEW YORK STATE",33H569,NY,00,"",11429
02,11,"U C P A OF NEW YORK STATE",33H570,NY,00,"",11216
02,11,"U C P A OF NEW YORK STATE",33H571,NY,00,"",11211
02,11,"U C P A OF NEW YORK STATE",33H572,NY,00,"",11420
02,11,"U C P A OF NEW YORK STATE",33H573,NY,00,"",11434
01,01,"OHIO STATE UNIVERSITY HOSPITAL EAST,THE",360062,OH,01,20070701,43205
01,01,"OHIO STATE UNIVERSITY HOSPITALS",360085,OH,00,"",43210
"",01,"BOWLING GREEN STATE UNIVERSITY INF",36013E,OH,00,"",43402
"",01,"MT VERNON STATE HOSP",36025E,OH,00,"",43050
"",01,"LIMA STATE HOSP",36037E,OH,00,"",45802
01,16,"STATE OF THE HEART CARE",361529,OH,00,"",45331
01,09,"OHIO STATE UNIVERSITY HOSPITAL",362313,OH,01,20000709,43210
01,09,"FRESENIUS MEDICAL CARE OF TRI-STATE DIALYSIS",362642,OH,00,"",45619
01,09,"FRESENIUS MEDICAL CARE EAST STATE STREET  DIALYSIS",362768,OH,00,"",45701
01,08,"CLEVELAND STATE UNIVERSITY SPEECH & HEARING CLINIC",366525,OH,00,"",44115
01,05,"STATE OF THE HEART HOME HEALTH AND HOSPICE",368098,OH,01,20080320,45331
01,05,"STATE HEALTH CARE, LTD",368404,OH,00,"",45405
20,01,"OHIO STATE UNIVERSITY HOSPITALS",369803,OH,00,"",43210
01,15,"TRI-STATE CENTERS FOR SIGHT SURGERY CENTER",36C0001010,OH,00,"",45236
01,15,"TRI-STATE ENDOSCOPY CENTER",36C0001038,OH,00,"",45219
01,15,"WRIGHT STATE PHYSICIANS PLASTIC SURGERY CENTER",36C0001056,OH,01,20091001,45406
01,15,"TRI-STATE SURGERY CENTER",36C0001297,OH,00,"",45638
01,07,"TRI-STATE HEALTH SERVICES",36X0009862,OH,01,20040809,45102
01,01,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,OK,00,"",74127
"",01,"EASTERN STATE HOSP",37032E,OK,00,"",74301
"",01,"EASTERN OKLAHOMA STATE TB SANATORIUM",37038E,OK,01,19750101,74571
"",01,"OKLAHOMA STATE UNIVERSITY HOSP & CLIN",37039E,OK,01,19900901,74074
"",01,"ENID STATE SCHOOL",37048E,OK,00,"",73701
"",01,"WESTERN OKLAHOMA STATE TB SANITARIUM",37049E,OK,01,19720101,73601
01,09,"TRI-STATE DIALYSIS",372547,OK,00,"",74354
04,01,"EASTERN STATE HOSPITAL",374002,OK,01,20000308,74301
01,05,"OKLAHOMA STATE DEPT OF HEALTH",377000,OK,04,19870930,73152
01,05,"FOUR STATE HOME HEALTH CARE, INC",377407,OK,04,19980916,74354
01,06,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",37L002,OK,00,"",74127
"",01,"OREGON STATE HOSPITAL- SALEM",38002E,OR,00,"",97301
04,01,"DAMMASCH STATE HOSPITAL",384000,OR,05,19850103,97070
04,01,"OREGON STATE HOSPITAL",384001,OR,05,19860416,97310
04,01,"DAMMASCH STATE HOSPITAL",384007,OR,05,19861016,97070
04,01,"OREGON STATE HOSPITAL DISTINCT PART",384008,OR,00,"",97301
01,01,"PHILIPSBURG STATE GENL HOSP",390187,PA,01,19910331,16866
01,01,"SCRANTON STATE GENERAL HOSPITAL",390188,PA,01,19881231,18501
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39022E,PA,01,19951231,16823
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39023E,PA,01,19951231,17011
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39025E,PA,01,19951231,18612
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39027E,PA,01,19951231,16652
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39029E,PA,01,19951231,19426
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39030E,PA,01,19710414,19130
"",01,"STATE CORRECTIONAL INSTITUTE HOSP",39036E,PA,01,20050101,15233
01,21,"TRI-STATE COMMUNITY HEALTH CENTER",391960,PA,00,"",17233
01,09,"DIALYSIS UNIT FOR PENN STATE",392558,PA,01,19910901,16801
01,09,"FRESENIUS DIALYSIS SERVICES STATE COLLEGE",392647,PA,00,"",16801
01,09,"STATE COLLEGE DIALYSIS",392789,PA,00,"",16803
05,01,"PENN STATE HERSHEY REHABILITATION, LLC",393053,PA,00,"",17036
04,01,"NORRISTOWN STATE HOSPITAL",394001,PA,00,"",19401
04,01,"HAVERFORD STATE HOSP",394002,PA,01,19980630,19041
04,01,"PHILADELPHIA STATE HOSP",394003,PA,01,19891101,19114
04,01,"DANVILLE STATE HOSPITAL",394004,PA,00,"",17821
04,01,"WOODVILLE STATE HOSP",394005,PA,01,19920117,15106
04,01,"HARRISBURG STATE HOSPITAL",394010,PA,01,20060131,17106
04,01,"ALLENTOWN STATE HOSPITAL",394011,PA,01,20101218,18109
04,01,"CLARKS SUMMIT STATE HOSPITAL",394012,PA,00,"",18411
04,01,"WERNERSVILLE STATE HOSPITAL",394014,PA,00,"",19565
04,01,"WARREN STATE HOSPITAL",394016,PA,00,"",16365
04,01,"MAYVIEW STATE HOSPITAL",394018,PA,01,20081231,15017
04,01,"SOMERSET STATE HOSPIAL",394019,PA,01,19960630,15501
04,01,"TORRANCE STATE HOSPITAL",394026,PA,00,"",15779
04,01,"EASTERN STATE SCHOOL HOSPITAL",394037,PA,01,20011031,19020
04,01,"FARVIEW STATE HOSPITAL",394046,PA,01,19951001,18472
03,02,"STATE COLLEGE MANOR LTD",395062,PA,05,19891020,16801
03,03,"WARREN STATE HOSPITAL LTC",395635,PA,04,19860131,16365
03,03,"WOODVILLE STATE HOSP HILLCREST EAST",395639,PA,01,19911030,15106
03,02,"NORRISTOWN STATE HOSPITAL BLDG 9",395641,PA,01,19900427,19401
03,02,"DANVILLE STATE HOSPITAL LTC",395655,PA,01,19980512,17821
03,03,"HAVERFORD STATE HOSP BLDG 13 GLENSIDE",395663,PA,01,19950922,19041
03,02,"TORRANCE STATE HOSP LTC",395696,PA,01,19951201,15779
03,02,"WERNERSVILLE STATE HOSP LTC FACLTY",395750,PA,01,19960222,19565
03,02,"MAYVIEW STATE HOSPITAL LONG TERM CARE",395862,PA,01,19970808,15017
01,04,"VILLAGE AT PENN STATE,  THE",396092,PA,00,"",16803
01,04,"PENN STATE HERSHEY TRANSITIONAL CARE",396134,PA,00,"",17036
01,08,"ELMCROFT OF STATE COLLEGE",396855,PA,00,"",16803
01,05,"TRI STATE NURSING, INC",397414,PA,01,19870601,15347
02,10,"CLARKS SUMMIT STATE HOSP LTCU",39A362,PA,01,19980514,18411
02,10,"PHILA STATE HOSP/1 EAST",39A391,PA,07,19860730,19114
01,15,"TRI-STATE SURGERY CENTER LLC",39C0001159,PA,00,"",15301
01,15,"STATE HILL SURGICENTER",39C0001264,PA,00,"",19610
01,15,"PENN STATE HERSHEY ENDOSCOPY CENTER, LLC",39C0001291,PA,00,"",16803
02,10,"WOODVILLE STATE HOSP",39E259,PA,07,19850201,15106
02,10,"WERNERSVILLE STATE HOSP",39E260,PA,07,19850201,19565
02,10,"DANVILLE STATE HOSP",39E269,PA,07,19850201,17821
02,10,"TORRANCE STATE HOSP",39E314,PA,07,19850201,15779
02,10,"NORRISTOWN STATE HOSP BLDG 53",39E375,PA,07,19850201,19401
02,10,"STATE COLLEGE MANOR",39E382,PA,07,19850201,16801
02,10,"PHILADELPHIA STATE HOSP LTC UNIT",39E581,PA,01,19880628,19114
02,11,"ALLENTOWN STATE HOSP ICF/MR UNIT",39G002,PA,01,19870630,18103
02,11,"CLARKS SUMMIT/STATE HOSP/LAURELLHALL",39G004,PA,01,19920119,18411
02,11,"MAYVIEW STATE HOSPITAL ICF/MR UNIT",39G011,PA,01,20010726,15017
02,11,"SOMERSET STATE HOSP ICF MR UNIT",39G016,PA,01,19960909,15501
02,11,"WERNERSVILLE STATE HOSP ICF/MRTUNIT",39G017,PA,01,19870630,19565
02,11,"TORRANCE STATE HOSP MR UNIT",39G021,PA,01,19980610,15779
01,07,"TRI STATE MOBILE X RAY INC",39X0009814,PA,00,"",15236
01,15,"OCEAN STATE ENDOSCOPY",41C0001005,RI,00,"",2906
01,07,"OCEAN STATE MOBILE IMAGING INC",41X0009804,RI,01,19950628,2910
01,16,"HOSPICE OF THE PALMETTO STATE, LLC",421619,SC,00,"",29550
04,01,"SOUTH CAROLINA STATE HOSP-",424000,SC,03,19900131,29201
04,01,"CRAFTS-FARROW STATE HOSP",424001,SC,01,19970315,29203
01,08,"SC STATE UNIV SPEECH LANGUAGE HEARING CLINIC",426511,SC,01,20141009,29117
01,05,"STATE HOME CARE SERVICES INC",437051,SD,00,"",57105
01,05,"STATE HOME CARE SERVICES-SUBUNIT",437300,SD,00,"",57701
01,21,"EAST TENNESSEE STATE UNIVERSITY/KEYSTONE CLINIC",441900,TN,00,"",37601
01,21,"TRI STATE COMMUNITY HEALTH CENTER",441971,TN,00,"",38118
01,09,"STATE LINE DIALYSIS",442710,TN,00,"",38116
03,02,"TRI STATE HEALTH AND REHABILITATION CENTER",445263,TN,00,"",37752
03,02,"W D BILL MANNING TENNESSEE STATE VETERANS HOME",445366,TN,00,"",38343
03,02,"SENATOR BEN ATCHLEY STATE VETERANS' HOME",445484,TN,00,"",37931
03,02,"BRIGADIER GENERAL WENDELL H GILBERT TN STATE VETER",445524,TN,00,"",37042
02,10,"TRI STATE MANOR",44A102,TN,04,19910320,37752
01,15,"MID STATE ENDOSCOPY CENTER",44C0001019,TN,00,"",37203
01,15,"MID-STATE ENDOSCOPY CENTER LLC",44C0001177,TN,00,"",37130
01,01,"SAN ANTONIO STATE CHEST HOSPITAL",450734,TX,07,19940831,78223
02,01,"SAN ANTONIO STATE CHEST HOSP",452012,TX,07,19850901,78223
04,01,"BIG SPRING STATE HOSPITAL",454000,TX,00,"",79721
04,01,"AUSTIN STATE HOSPITAL",454003,TX,05,19930929,78751
04,01,"TERRELL STATE HOSPITAL",454006,TX,00,"",75160
04,01,"NORTH TEXAS STATE HOSPITAL",454008,TX,00,"",76308
04,01,"RUSK STATE HOSP",454009,TX,00,"",75785
04,01,"SAN ANTONIO STATE HOSP  STATE SCHOOL",454011,TX,00,"",78223
04,01,"KERRVILLE STATE HOSP",454014,TX,00,"",78028
04,01,"VERNON STATE HOSPITAL",454016,TX,03,19870901,76384
04,01,"AUSTIN STATE HOSPITAL",454084,TX,00,"",78751
04,01,"RIO GRANDE STATE CENTER",454088,TX,00,"",78550
01,08,"TEXAS STATE HEARING  SPEECH INC",456547,TX,01,19880128,77090
02,10,"USSERY ROAN TEXAS STATE VETERANS HOME",45F583,TX,07,20070608,79124
02,10,"WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME",45F712,TX,07,20120228,75708
02,11,"ABILENE STATE SUPPORTED LIVING CENTER",45G001,TX,00,"",79604
02,11,"AUSTIN STATE SUPPORTED LIVING CENTER",45G002,TX,00,"",78767
02,11,"BRENHAM STATE SUPPORTED LIVING CENTER",45G003,TX,00,"",77833
02,11,"DENTON STATE SUPPORTED LIVING CENTER",45G004,TX,00,"",76202
02,11,"LUFKIN STATE SUPPORTED LIVING CENTER",45G005,TX,00,"",75901
02,11,"MEXIA STATE SUPPORTED LIVING CENTER",45G006,TX,00,"",76667
02,11,"RICHMOND STATE SUPPORTED LIVING CENTER",45G007,TX,00,"",77469
02,11,"SAN ANGELO STATE SUPPORTED LIVING CENTER",45G008,TX,00,"",76934
02,11,"TRAVIS STATE SCHOOL",45G009,TX,01,19960815,78767
02,11,"LUBBOCK STATE SUPPORTED LIVING CENTER",45G010,TX,00,"",79415
02,11,"CORPUS CHRISTI STATE SUPPORTED LIVING CENTER",45G011,TX,00,"",78405
02,11,"RIO GRANDE STATE CENTER",45G012,TX,00,"",78550
02,11,"FORT WORTH STATE SCHOOL",45G019,TX,01,19950815,76119
02,11,"AMARILLO STATE CTR WISDOM I",45G040,TX,04,20040114,79106
02,11,"SAN ANTONIO STATE SUPPORTED LIVING CENTER",45G055,TX,00,"",78223
02,11,"EL PASO STATE SUPPORTED LIVING CENTER",45G059,TX,00,"",79905
02,11,"AMARILLO STATE CTR WISDOM UNIT",45G152,TX,04,20040128,79106
02,11,"LAREDO STATE CENTER CASA ALEGRE",45G179,TX,01,20080219,78040
03,02,"FREE STATE CRESTWOOD",675597,TX,00,"",75169
03,03,"WILLIAM R COURTNEY TEXAS STATE VETERANS HOME",675857,TX,00,"",76504
03,03,"FRANK M TEJEDA TEXAS STATE VETERANS HOME",675863,TX,00,"",78114
03,03,"CLYDE W COSPER TEXAS STATE VETERANS HOME",675873,TX,00,"",75418
03,03,"LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME",675874,TX,00,"",79720
03,03,"AMBROSIO GUILLEN TEXAS STATE VETERANS HOME",676060,TX,00,"",79924
03,03,"ALFREDO GONZALEZ TEXAS STATE VETERANS HOME",676063,TX,00,"",78503
03,03,"USSERY ROAN TEXAS STATE VETERANS HOME",676157,TX,00,"",79124
03,02,"WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME",676311,TX,00,"",75708
01,05,"TEXAS STATE HOME HEALTH LLC",678248,TX,01,19980818,75247
01,05,"STATE HOME HEALTH CARE INC",679235,TX,00,"",75137
01,05,"TEXAS STATE HEALTHCARE & HOSPICE CARE",679461,TX,00,"",77414
04,01,"UTAH STATE HOSPITAL",464001,UT,00,"",84605
02,11,"UTAH STATE DEVELOPMENTAL CENTER",46G009,UT,00,"",84003
01,01,"WESTERN STATE HOSPITAL",490106,VA,01,20140930,24402
01,01,"EASTERN STATE HOSPITAL",490109,VA,01,20140930,23188
"",01,"VIRGINIA STATE PENITENTIARY HOSP",49026E,VA,01,19900630,23219
"",01,"STATE INDUSTRIAL FARM FOR WOMEN HOSP",49031E,VA,01,20020630,23063
01,12,"TRI-STATE CLINIC INC",493829,VA,00,"",24614
04,01,"EASTERN STATE HOSP",494006,VA,05,19860731,23185
04,01,"WESTERN STATE HOSPITAL",494021,VA,00,"",24402
04,01,"EASTERN STATE HOSPITAL",494030,VA,05,20160422,23187
02,10,"EASTERN STATE HOSP - LTC",49E018,VA,07,19850201,23185
02,10,"WESTERN STATE HOSPITAL (LTC UNIT)",49E134,VA,04,19921001,24401
04,01,"VERMONT STATE HOSP",474000,VT,05,19860701,5676
04,01,"VERMONT STATE HOSP DISTINCT PART UNIT",474002,VT,05,20030930,5676
04,01,"VERMONT STATE HOSPITAL",474003,VT,05,20050209,5671
01,05,"VERMONT STATE DEPT OF HLTH",477020,VT,01,19850401,5401
02,10,"VERMONT STATE NURSING HOME",47E058,VT,01,19940412,5676
01,01,"TRI-STATE MEMORIAL HOSPITAL",500057,WA,07,20040801,99403
"",01,"RANIER STATE SCHOOL HOSP",50026E,WA,00,"",98321
11,01,"TRI-STATE MEMORIAL HOSPITAL",501332,WA,00,"",99403
01,09,"TRI-STATE MEMORIAL HOSPITAL-DIALYSIS",502310,WA,00,"",99403
04,01,"WESTERN STATE HOSPITAL",504003,WA,00,"",98498
04,01,"EASTERN STATE HOSPITAL",504004,WA,00,"",99022
03,02,"TRI-STATE HEALTH & REHAB CTR",505191,WA,01,20020901,99403
02,10,"TRI STATE CONVALESCENT CENTER",50E340,WA,07,19850201,99403
01,09,"TRI STATE DIALYSIS PLATTEVILLE",522534,WI,00,"",53818
"",01,"BARBOURSVILLE STATE HOSP (BECAME VETERANS HOME)",51008E,WV,01,19750630,25504
"",01,"DENMAR STATE HOSP",51009E,WV,01,19900630,24946
"",01,"LAKIN STATE HOSP-MED & SURG DIV",51018E,WV,01,19831114,25287
"",01,"SPENCER STATE HOSP-PSYCHE UNIT",51019E,WV,01,19890630,25276
01,21,"TRI-STATE COMMUNITY HEALTH CENTER, INC",511021,WV,00,"",25411
01,12,"MOUNTAIN STATE FAMILY PRACTICE",513860,WV,04,20021231,24963
01,08,"TRI STATE THERAPIES INC",516512,WV,01,19921209,25701
01,05,"MOUNTAIN STATE HOME SERVICES INC",517101,WV,01,19971031,26330
01,15,"TRI STATE SURGICAL CENTER LLC",51C0001014,WV,00,"",25401
01,17,"MOUNTAIN STATE ORGAN PROCURE AGCY",51P001,WV,01,19911018,26505
02,01,"WYOMING STATE HOSPITAL",532002,WY,01,20020701,82930
04,01,"WYOMING STATE HOSPITAL",534001,WY,00,"",82931
